Gene stable ID	Transcript stable ID	Protein stable ID	UCSC Stable ID
ENSG00000292344	ENST00000711177	ENSP00000518660	uc317bqh.1
ENSG00000292344	ENST00000711176	ENSP00000518659	uc317bqg.1
ENSG00000292344	ENST00000711175	ENSP00000518658	uc317bqf.1
ENSG00000292344	ENST00000711174	ENSP00000518657	uc317bqe.1
ENSG00000292345	ENST00000711173	ENSP00000518656	uc317bqd.1
ENSG00000292345	ENST00000711173	ENSP00000518656	uc317bqc.1
ENSG00000292345	ENST00000711172	ENSP00000518655	uc317bqd.1
ENSG00000292345	ENST00000711172	ENSP00000518655	uc317bqc.1
ENSG00000292345	ENST00000711171	ENSP00000518654	uc317bqb.1
ENSG00000292345	ENST00000711170		uc317bqa.1
ENSG00000292345	ENST00000711169	ENSP00000518653	uc317bpz.1
ENSG00000292345	ENST00000711168	ENSP00000518652	uc317bpy.1
ENSG00000292346	ENST00000711167		uc317bpx.1
ENSG00000292347	ENST00000711166		uc317bpw.1
ENSG00000292348	ENST00000711165	ENSP00000518651	uc317bpv.1
ENSG00000292348	ENST00000711164	ENSP00000518650	uc317bpu.1
ENSG00000292348	ENST00000711163	ENSP00000518649	uc317bpt.1
ENSG00000292348	ENST00000711162		uc317bps.1
ENSG00000292348	ENST00000711161		uc317bpr.1
ENSG00000292348	ENST00000711160	ENSP00000518648	uc317bpq.1
ENSG00000292348	ENST00000711159	ENSP00000518647	uc317bpp.1
ENSG00000292348	ENST00000711158	ENSP00000518646	uc317bpo.1
ENSG00000292348	ENST00000711157		uc317bpn.1
ENSG00000292348	ENST00000711156	ENSP00000518645	uc317bpm.1
ENSG00000292348	ENST00000711155	ENSP00000518644	uc317bpl.1
ENSG00000292348	ENST00000711154		uc317bpk.1
ENSG00000292348	ENST00000711153		uc317bpj.1
ENSG00000292348	ENST00000711152		uc317bpi.1
ENSG00000292348	ENST00000711151	ENSP00000518643	uc317bph.1
ENSG00000292349	ENST00000711150		uc317bpg.1
ENSG00000292350	ENST00000711149		uc317bpf.1
ENSG00000292351	ENST00000711148		uc317bpe.1
ENSG00000292352	ENST00000711147		uc317bpd.1
ENSG00000292353	ENST00000711146		uc317bpc.1
ENSG00000292354	ENST00000711145	ENSP00000518642	uc317bpb.1
ENSG00000292354	ENST00000711143	ENSP00000518641	uc317bpa.1
ENSG00000292354	ENST00000711142	ENSP00000518640	uc317boz.1
ENSG00000292354	ENST00000711141	ENSP00000518639	uc317boy.1
ENSG00000292355	ENST00000711140		uc317box.1
ENSG00000292356	ENST00000711139		uc317bow.1
ENSG00000292357	ENST00000711138	ENSP00000518638	uc317bov.1
ENSG00000292357	ENST00000711137	ENSP00000518637	uc317bou.1
ENSG00000292357	ENST00000711136		uc317bot.1
ENSG00000292357	ENST00000711135	ENSP00000518636	uc317bos.1
ENSG00000292357	ENST00000711129	ENSP00000518635	uc317bon.1
ENSG00000292357	ENST00000711130	ENSP00000518634	uc317boo.1
ENSG00000292357	ENST00000711131	ENSP00000518633	uc317bop.1
ENSG00000292357	ENST00000711220	ENSP00000518632	uc317brx.1
ENSG00000292357	ENST00000711221	ENSP00000518631	uc317bry.1
ENSG00000292357	ENST00000711222		uc317brz.1
ENSG00000292357	ENST00000711223	ENSP00000518630	uc317bsa.1
ENSG00000292357	ENST00000711224	ENSP00000518629	uc317bsb.1
ENSG00000292357	ENST00000711225	ENSP00000518628	uc317bsc.1
ENSG00000292357	ENST00000711226	ENSP00000518627	uc317bsd.1
ENSG00000292357	ENST00000711227		uc317bse.1
ENSG00000292357	ENST00000711228		uc317bsf.1
ENSG00000292357	ENST00000711229		uc317bsg.1
ENSG00000292357	ENST00000711230		uc317bsh.1
ENSG00000292358	ENST00000711232		uc317bsi.1
ENSG00000292358	ENST00000711233	ENSP00000518626	uc317bsj.1
ENSG00000292359	ENST00000711234		uc317bsk.1
ENSG00000292360	ENST00000711235		uc317bsl.1
ENSG00000292360	ENST00000711236		uc317bsm.1
ENSG00000292360	ENST00000711237		uc317bsn.1
ENSG00000292360	ENST00000711238		uc317bso.1
ENSG00000292360	ENST00000711239		uc317bsp.1
ENSG00000292360	ENST00000711240		uc317bsq.1
ENSG00000292360	ENST00000711241		uc317bsr.1
ENSG00000292360	ENST00000711242		uc317bss.1
ENSG00000292360	ENST00000711243		uc317bst.1
ENSG00000292361	ENST00000711244		uc317bsu.1
ENSG00000292362	ENST00000711245		uc317bsv.1
ENSG00000292362	ENST00000711246		uc317bsw.1
ENSG00000292362	ENST00000711247		uc317bsx.1
ENSG00000292362	ENST00000711248		uc317bsy.1
ENSG00000292362	ENST00000711249		uc317bsz.1
ENSG00000292362	ENST00000711250		uc317bta.1
ENSG00000292362	ENST00000711251		uc317btb.1
ENSG00000292362	ENST00000711252		uc317btc.1
ENSG00000292362	ENST00000711253		uc317btd.1
ENSG00000292363	ENST00000711254	ENSP00000518625	uc317bte.1
ENSG00000292363	ENST00000711255	ENSP00000518624	uc317btf.1
ENSG00000292363	ENST00000711256	ENSP00000518623	uc317btg.1
ENSG00000292364	ENST00000711258		uc317bth.1
ENSG00000292365	ENST00000711259		uc317bti.1
ENSG00000292366	ENST00000711260	ENSP00000518622	uc317btj.1
ENSG00000292366	ENST00000711261		uc317btk.1
ENSG00000292366	ENST00000711262	ENSP00000518621	uc317btl.1
ENSG00000292366	ENST00000711263		uc317btm.1
ENSG00000292366	ENST00000711264	ENSP00000518620	uc317btn.1
ENSG00000292366	ENST00000711265	ENSP00000518619	uc317bto.1
ENSG00000292367	ENST00000711266		uc317btp.1
ENSG00000292368	ENST00000711267		uc317btq.1
ENSG00000292369	ENST00000711268		uc317btr.1
ENSG00000292370	ENST00000711269		uc317bts.1
ENSG00000292371	ENST00000711270		uc317btt.1
ENSG00000292372	ENST00000711271		uc317btu.1
ENSG00000292372	ENST00000711272	ENSP00000518618	uc317btv.1
ENSG00000292372	ENST00000711273		uc317btw.1
ENSG00000292372	ENST00000711274		uc317btx.1
ENSG00000292372	ENST00000711275		uc317bty.1
ENSG00000292372	ENST00000711276		uc317btz.1
ENSG00000292372	ENST00000711277		uc317bua.1
ENSG00000292372	ENST00000711278		uc317bub.1
ENSG00000292372	ENST00000711279		uc317buc.1
ENSG00000292372	ENST00000711280		uc317bud.1
ENSG00000292372	ENST00000711281		uc317bue.1
ENSG00000292372	ENST00000711282		uc317buf.1
ENSG00000292372	ENST00000711283		uc317bug.1
ENSG00000292372	ENST00000711284		uc317buh.1
ENSG00000292372	ENST00000711285		uc317bui.1
ENSG00000292373	ENST00000711286	ENSP00000518617	uc317buj.1
ENSG00000292373	ENST00000711287	ENSP00000518616	uc317buk.1
ENSG00000292373	ENST00000711288		uc317bul.1
ENSG00000292373	ENST00000711289		uc317bum.1
ENSG00000215601	ENST00000431340		uc287fnn.1
ENSG00000215603	ENST00000415010		uc287fnf.1
ENSG00000225878	ENST00000436888		uc287flv.1
ENSG00000236435	ENST00000421279		uc287fna.1
ENSG00000258991	ENST00000557448		uc287fql.1
ENSG00000237048	ENST00000651670		uc287hrv.1
ENSG00000237048	ENST00000413466		uc004frh.5
ENSG00000237048	ENST00000653671		uc287kql.1
ENSG00000237048	ENST00000664089		uc287zxw.1
ENSG00000224518	ENST00000427212		uc287fry.1
ENSG00000231988	ENST00000453312		uc287fob.1
ENSG00000238073	ENST00000457961		uc287fmy.1
ENSG00000275866	ENST00000621514		uc287fnv.1
ENSG00000131538	ENST00000253838		uc022coj.2
ENSG00000271595	ENST00000604289		uc287fsc.1
ENSG00000183704	ENST00000331172		uc287fqn.1
ENSG00000232927	ENST00000427677		uc287flr.1
ENSG00000277438	ENST00000622542		uc287fvn.1
ENSG00000286217	ENST00000651511		uc287hlu.1
ENSG00000286217	ENST00000650816		uc287glk.1
ENSG00000286217	ENST00000651700		uc287hsz.1
ENSG00000286217	ENST00000650791		uc287gkl.1
ENSG00000286217	ENST00000651793		uc287hwn.1
ENSG00000286217	ENST00000652539		uc287izd.1
ENSG00000286217	ENST00000413486		uc065cqk.1
ENSG00000286217	ENST00000657784		uc287qre.1
ENSG00000259154	ENST00000557360		uc287fqj.1
ENSG00000169789	ENST00000303728	ENSP00000302319	uc004fvh.1
ENSG00000169789	ENST00000477123	ENSP00000474674	uc010nxj.2
ENSG00000273589	ENST00000612840		uc287fxj.1
ENSG00000273863	ENST00000614118		uc287fng.1
ENSG00000228571	ENST00000432672		uc287fxh.1
ENSG00000271375	ENST00000604178		uc287fqs.1
ENSG00000224634	ENST00000447526		uc287fno.1
ENSG00000288260	ENST00000673158	ENSP00000499933	
ENSG00000285470	ENST00000645906		uc287fma.1
ENSG00000288430	ENST00000672203		
ENSG00000226092	ENST00000445405		uc287fwp.1
ENSG00000234620	ENST00000421058		uc287frz.1
ENSG00000236690	ENST00000421675		uc287fnb.1
ENSG00000273693	ENST00000618128		uc287fqa.1
ENSG00000114374	ENST00000457658		uc065crn.2
ENSG00000114374	ENST00000440408		uc004fss.4
ENSG00000288297	ENST00000673382	ENSP00000500743	
ENSG00000288274	ENST00000671802	ENSP00000500347	
ENSG00000288243	ENST00000672102	ENSP00000500793	
ENSG00000288243	ENST00000671962		
ENSG00000288243	ENST00000672834		
ENSG00000288243	ENST00000671936	ENSP00000500691	
ENSG00000288243	ENST00000672230		
ENSG00000288243	ENST00000672865	ENSP00000500823	
ENSG00000288243	ENST00000671857		
ENSG00000114374	ENST00000651177	ENSP00000498372	uc287gzb.1
ENSG00000288243	ENST00000673523	ENSP00000500679	
ENSG00000288243	ENST00000672386		
ENSG00000288243	ENST00000672096	ENSP00000500685	
ENSG00000114374	ENST00000417071		uc065cro.1
ENSG00000288243	ENST00000672254		
ENSG00000288243	ENST00000673377	ENSP00000500885	
ENSG00000114374	ENST00000338981	ENSP00000342812	uc004fst.2
ENSG00000288243	ENST00000672624	ENSP00000500450	
ENSG00000288243	ENST00000673407		
ENSG00000288243	ENST00000672004		
ENSG00000114374	ENST00000493168		uc065crp.1
ENSG00000288243	ENST00000671861		
ENSG00000288243	ENST00000672611	ENSP00000499985	
ENSG00000288243	ENST00000673579		
ENSG00000288243	ENST00000672421		
ENSG00000288243	ENST00000673478		
ENSG00000288243	ENST00000672782		
ENSG00000288243	ENST00000672060		
ENSG00000288243	ENST00000671865		
ENSG00000288388	ENST00000672272		
ENSG00000114374	ENST00000426564		uc010nwu.2
ENSG00000288138	ENST00000672943		
ENSG00000114374	ENST00000453031	ENSP00000406876	uc065crq.1
ENSG00000114374	ENST00000471409		uc065crr.1
ENSG00000169807	ENST00000303804	ENSP00000303300	uc004fuy.1
ENSG00000169807	ENST00000472391	ENSP00000474545	uc010nxe.2
ENSG00000223422	ENST00000439805		uc287fmz.1
ENSG00000231159	ENST00000449148		uc287fwr.1
ENSG00000225653	ENST00000458209		uc287fls.1
ENSG00000251618	ENST00000509611		uc287fwn.1
ENSG00000229159	ENST00000440136		uc287fww.1
ENSG00000228578	ENST00000422712		uc287fse.1
ENSG00000275280	ENST00000619838		uc287fmx.1
ENSG00000270242	ENST00000605584		uc287fqo.1
ENSG00000236477	ENST00000438550		uc287fqw.1
ENSG00000237997	ENST00000422174		uc287fvk.1
ENSG00000244246	ENST00000451913		uc287fnh.1
ENSG00000198692	ENST00000361365	ENSP00000354722	uc004fuk.6
ENSG00000198692	ENST00000465253		uc065cuc.1
ENSG00000198692	ENST00000382772	ENSP00000372222	uc004ful.5
ENSG00000198692	ENST00000464196		uc065cud.1
ENSG00000198692	ENST00000485584		uc065cue.1
ENSG00000183753	ENST00000602732	ENSP00000473270	uc065cuu.1
ENSG00000183753	ENST00000331070	ENSP00000329106	uc284rci.1
ENSG00000183753	ENST00000602818		uc284rcj.1
ENSG00000183753	ENST00000382585	ENSP00000372028	uc065cux.1
ENSG00000225433	ENST00000455231		uc287fqq.1
ENSG00000227166	ENST00000412493		uc287fsa.1
ENSG00000235857	ENST00000431853		uc287gca.1
ENSG00000223955	ENST00000417434		uc287fnp.1
ENSG00000270455	ENST00000603738		uc287fqm.1
ENSG00000229940	ENST00000427496		uc287fwz.1
ENSG00000234385	ENST00000452257		uc287fqt.1
ENSG00000226863	ENST00000434773		uc287fri.1
ENSG00000237968	ENST00000426526		uc287fwq.1
ENSG00000233699	ENST00000438677		uc004fri.2
ENSG00000286009	ENST00000652216		uc287imt.1
ENSG00000286009	ENST00000651143		uc287gxt.1
ENSG00000286009	ENST00000662422		uc287xme.1
ENSG00000286009	ENST00000656670		uc287pav.1
ENSG00000271365	ENST00000605663		uc287fqb.1
ENSG00000259029	ENST00000553347		uc287fqk.1
ENSG00000286201	ENST00000651678		uc287hsd.1
ENSG00000215537	ENST00000442535		uc287fxp.1
ENSG00000230476	ENST00000417699		uc287fxi.1
ENSG00000229745	ENST00000422208		uc287fni.1
ENSG00000227204	ENST00000425544		uc287fnl.1
ENSG00000275828	ENST00000614446		uc287fqp.1
ENSG00000225615	ENST00000453474		uc287fwx.1
ENSG00000230663	ENST00000458667		uc065csr.1
ENSG00000232522	ENST00000450781		uc287fvl.1
ENSG00000234131	ENST00000439309		uc287fxe.1
ENSG00000277519	ENST00000620993		uc287fwl.1
ENSG00000259247	ENST00000558356		uc287fxc.1
ENSG00000273731	ENST00000614700		uc287fnz.1
ENSG00000236951	ENST00000417910		uc065cup.1
ENSG00000236951	ENST00000419158		uc033fgy.1
ENSG00000215583	ENST00000421118		uc287fqu.1
ENSG00000274162	ENST00000616231		uc287fqh.1
ENSG00000227444	ENST00000426983		uc287fwo.1
ENSG00000233774	ENST00000430517		uc287frj.1
ENSG00000232475	ENST00000453726		uc287fws.1
ENSG00000228764	ENST00000420174		uc287fvm.1
ENSG00000232226	ENST00000398758		uc287fqx.1
ENSG00000224567	ENST00000426062		uc287fqr.1
ENSG00000241200	ENST00000425158		uc287fnj.1
ENSG00000228518	ENST00000451854		uc287fsb.1
ENSG00000227447	ENST00000381172		uc287frh.1
ENSG00000274231	ENST00000619901		uc287fqe.1
ENSG00000286050	ENST00000650970		uc287gre.1
ENSG00000274502	ENST00000618763		uc287fqg.1
ENSG00000278854	ENST00000621243		uc287fne.1
ENSG00000225809	ENST00000418221		uc287fnm.1
ENSG00000237902	ENST00000433481		uc287fxd.1
ENSG00000232419	ENST00000453955		uc004frj.1
ENSG00000226906	ENST00000436568		uc011nbi.2
ENSG00000230025	ENST00000434308		uc287foa.1
ENSG00000235649	ENST00000420610		uc287fqv.1
ENSG00000258567	ENST00000555130		uc287fqi.1
ENSG00000234179	ENST00000454315		uc287fnq.1
ENSG00000271309	ENST00000604370		uc287fqc.1
ENSG00000229553	ENST00000444617		uc287fwt.1
ENSG00000228240	ENST00000416110		uc004fvi.3
ENSG00000234652	ENST00000455855		uc287flp.1
ENSG00000218410	ENST00000405035		uc287flt.1
ENSG00000224989	ENST00000421205		uc065csq.1
ENSG00000131548	ENST00000253848		uc022cog.2
ENSG00000232029	ENST00000442090		uc287fwv.1
ENSG00000273858	ENST00000622087		uc287fpz.1
ENSG00000227830	ENST00000432201		uc287fnt.1
ENSG00000226529	ENST00000445453		uc287fnr.1
ENSG00000274837	ENST00000616477		uc287fvj.1
ENSG00000216777	ENST00000404428		uc287flq.1
ENSG00000216824	ENST00000403990		uc287fnu.1
ENSG00000276829	ENST00000613297		uc287fxo.1
ENSG00000228850	ENST00000440679		uc287fwu.1
ENSG00000283076	ENST00000635343		uc287fsd.1
ENSG00000234850	ENST00000452458		uc287fns.1
ENSG00000224873	ENST00000445813		uc287fxf.1
ENSG00000229234	ENST00000423480		uc287fwy.1
ENSG00000270570	ENST00000603467		uc287fqd.1
ENSG00000223517	ENST00000435111		uc065csf.1
ENSG00000228207	ENST00000432613		uc287fnw.1
ENSG00000224917	ENST00000434179		uc287fxm.1
ENSG00000286187	ENST00000651708		uc287hth.1
ENSG00000225117	ENST00000443820		uc287frb.2
ENSG00000215560	ENST00000400581		uc004fvb.3
ENSG00000228411	ENST00000418290		uc287frk.1
ENSG00000235059	ENST00000446299		uc033fhb.1
ENSG00000235059	ENST00000439653		uc065cut.1
ENSG00000244395	ENST00000382653	ENSP00000372099	uc065cum.1
ENSG00000244395	ENST00000382680	ENSP00000372127	uc004fuu.3
ENSG00000244395	ENST00000418956	ENSP00000399181	uc010nxb.3
ENSG00000230727	ENST00000424230		uc287fxn.1
ENSG00000230814	ENST00000434374		uc287fxg.1
ENSG00000229725	ENST00000414540		uc287fwm.1
ENSG00000229236	ENST00000455084		uc004fuj.1
ENSG00000229236	ENST00000651837		uc287hyf.1
ENSG00000229236	ENST00000666666		uc288dsi.1
ENSG00000229236	ENST00000670518		uc288jji.1
ENSG00000229236	ENST00000666990		uc288eeq.1
ENSG00000229236	ENST00000661812		uc287wou.1
ENSG00000229236	ENST00000654569		uc287lyr.1
ENSG00000229236	ENST00000662223		uc287xeo.1
ENSG00000229236	ENST00000657696		uc287qnv.1
ENSG00000229236	ENST00000660111		uc287ubu.1
ENSG00000229236	ENST00000658891		uc287shg.1
ENSG00000229236	ENST00000667496		uc288eya.1
ENSG00000229236	ENST00000659275		uc287svw.1
ENSG00000229518	ENST00000439651		uc287flu.1
ENSG00000232730	ENST00000435433		uc287fqy.1
ENSG00000229308	ENST00000426699		uc065cpp.1
ENSG00000244000	ENST00000422002		uc287fxq.1
ENSG00000232764	ENST00000436338		uc287fxr.1
ENSG00000236131	ENST00000428342		uc287frw.1
ENSG00000227949	ENST00000423569		uc287frx.1
ENSG00000252900	ENST00000517091		uc065cpq.1
ENSG00000252689	ENST00000516880		uc065csn.1
ENSG00000243980	ENST00000488394		uc065crm.1
ENSG00000252315	ENST00000516506		uc065css.1
ENSG00000252012	ENST00000516203		uc065cst.1
ENSG00000273966	ENST00000615048		uc065csu.1
ENSG00000252173	ENST00000516364		uc065cso.1
ENSG00000252323	ENST00000516514		uc065csp.1
ENSG00000169953	ENST00000344884	ENSP00000340971	uc004ftv.4
ENSG00000169953	ENST00000491902		uc004ftu.4
ENSG00000169953	ENST00000382852	ENSP00000372303	uc065ctl.1
ENSG00000169953	ENST00000304790	ENSP00000306549	uc004ftw.3
ENSG00000236429	ENST00000432046		uc287fue.1
ENSG00000249501	ENST00000504503		uc287fuf.1
ENSG00000228193	ENST00000428070		uc287fug.1
ENSG00000248573	ENST00000514804		uc287fuh.1
ENSG00000230904	ENST00000432915		uc287fui.1
ENSG00000238135	ENST00000454868		uc287fuj.1
ENSG00000224151	ENST00000435142		uc287fuk.1
ENSG00000251970	ENST00000516161		uc065ctm.1
ENSG00000238088	ENST00000454643		uc287ful.1
ENSG00000217179	ENST00000407745		uc287fum.1
ENSG00000217896	ENST00000403487		uc287fun.1
ENSG00000185275	ENST00000382840		uc287fuo.1
ENSG00000252766	ENST00000516957		uc065ctp.1
ENSG00000274282	ENST00000615809		uc287fup.1
ENSG00000234529	ENST00000431768		uc287fuq.1
ENSG00000238191	ENST00000435012		uc287fsf.1
ENSG00000226353	ENST00000445421		uc287fsg.1
ENSG00000275578	ENST00000618226		uc287fsh.1
ENSG00000226449	ENST00000411487		uc287fsi.1
ENSG00000225896	ENST00000425789		uc287fsj.1
ENSG00000224166	ENST00000412474		uc287fsk.1
ENSG00000229129	ENST00000415776		uc287fsl.1
ENSG00000223555	ENST00000455085		uc287fso.1
ENSG00000235521	ENST00000418455		uc287fsp.1
ENSG00000252513	ENST00000516704		uc065csw.1
ENSG00000224964	ENST00000443200		uc287fsq.1
ENSG00000226011	ENST00000411756		uc287fsr.1
ENSG00000225740	ENST00000429066		uc287fss.1
ENSG00000229138	ENST00000413320		uc287fst.1
ENSG00000224485	ENST00000436723		uc287fsu.1
ENSG00000226116	ENST00000413550		uc287fsv.1
ENSG00000237558	ENST00000429883		uc287fsw.1
ENSG00000233378	ENST00000453983		uc287fsx.1
ENSG00000237616	ENST00000452432		uc287fsy.1
ENSG00000224033	ENST00000428380		uc287fsz.1
ENSG00000230412	ENST00000458706		uc287fta.1
ENSG00000225895	ENST00000440676		uc287ftc.1
ENSG00000233120	ENST00000442391		uc287ftd.1
ENSG00000252166	ENST00000516357		uc065csz.1
ENSG00000232744	ENST00000430287		uc287fte.1
ENSG00000229465	ENST00000425411		uc287fth.1
ENSG00000231311	ENST00000416652		uc287fti.1
ENSG00000236599	ENST00000436067		uc287ftj.1
ENSG00000232899	ENST00000451397		uc287ftk.1
ENSG00000229302	ENST00000454958		uc287ftl.1
ENSG00000228945	ENST00000426660		uc287ftm.1
ENSG00000233522	ENST00000419557		uc065ctb.1
ENSG00000278391	ENST00000614353		uc065ctc.1
ENSG00000251953	ENST00000516144		uc065ctd.1
ENSG00000252667	ENST00000516858		uc065cte.1
ENSG00000249726	ENST00000503144		uc287ftn.1
ENSG00000225716	ENST00000443934		uc287ftq.1
ENSG00000229406	ENST00000455273		uc287ftr.1
ENSG00000227494	ENST00000430663		uc287fts.1
ENSG00000252209	ENST00000516400		uc065ctg.1
ENSG00000249634	ENST00000511770		uc287ftt.1
ENSG00000251510	ENST00000510613		uc065cth.1
ENSG00000238067	ENST00000423438		uc287ftu.1
ENSG00000233546	ENST00000451909		uc287ftv.1
ENSG00000230377	ENST00000439968		uc287ftw.1
ENSG00000250951	ENST00000513521		uc287ftx.1
ENSG00000230458	ENST00000446387		uc287fty.1
ENSG00000131007	ENST00000545582		uc065ctk.1
ENSG00000131007	ENST00000433794		uc004fts.1
ENSG00000235479	ENST00000415230		uc287fua.1
ENSG00000249606	ENST00000509650		uc287fub.1
ENSG00000176728	ENST00000505047		uc022coe.3
ENSG00000176728	ENST00000651734		uc287huh.1
ENSG00000176728	ENST00000650923		uc287gpj.1
ENSG00000176728	ENST00000652699		uc287jfe.1
ENSG00000176728	ENST00000651396		uc287hhk.1
ENSG00000176728	ENST00000651886		uc287iab.1
ENSG00000176728	ENST00000667260		uc288eoz.1
ENSG00000176728	ENST00000650897		uc287goj.1
ENSG00000176728	ENST00000651032		uc287gto.1
ENSG00000176728	ENST00000652153		uc287iki.1
ENSG00000176728	ENST00000652348		uc287irv.1
ENSG00000176728	ENST00000324446		uc004ftx.3
ENSG00000176728	ENST00000660026		uc287tyn.1
ENSG00000176728	ENST00000663061		uc287ykp.1
ENSG00000176728	ENST00000669716		uc288iex.1
ENSG00000176728	ENST00000670243		uc288iyx.1
ENSG00000176728	ENST00000670354		uc288jdd.1
ENSG00000176728	ENST00000657901		uc287qvq.1
ENSG00000176728	ENST00000664804		uc288azf.1
ENSG00000176728	ENST00000667640		uc288fdm.1
